ANNO,PROVINCIA,GENERE,CAUSA DI MORTE,COORDINATA X,COORDINATA Y,NUMERO DECESSI POPOLAZIONE,POSIZIONE
2015,CREMONA,ALL,tumori-tumori maligni-di cui tumori maligni del fegato e dei dotti biliari intraepatici,10.0131151,45.13644491,85,"(45.13644491, 10.0131151)"
2012,MILANO,M,alcune malattie infettive e parassitarie,9.18951,45.46427,387,"(45.46427, 9.18951)"
2013,SONDRIO,M,"tumori-tumori maligni-di cui tumori maligni del colon, del retto e dell'ano",9.879429303,46.1707552,23,"(46.1707552, 9.879429303)"
2013,BRESCIA,ALL,tumori-tumori maligni-di cui tumori maligni di altre parti dell'utero,10.18167955,45.51939749,41,"(45.51939749, 10.18167955)"
2012,SONDRIO,ALL,tumori,9.879429303,46.1707552,586,"(46.1707552, 9.879429303)"
2015,BRESCIA,F,tumori-tumori maligni-di cui tumori maligni della cervice uterina,10.18167955,45.51939749,13,"(45.51939749, 10.18167955)"
2012,MONZA E DELLA BRIANZA,F,"tumori-tumori maligni-di cui tumori maligni delle labbra, cavità orale e faringe",9.258430902,45.5823624,16,"(45.5823624, 9.258430902)"
2014,LODI,F,malattie infettive e parassitarie-aids (malattia da hiv),9.510140481,45.31535435,,"(45.31535435, 9.510140481)"
2014,PAVIA,ALL,alcune malattie infettive e parassitarie,9.14034225,45.18407925,176,"(45.18407925, 9.14034225)"
2013,MANTOVA,ALL,tumori-tumori maligni-di cui tumori maligni del pancreas,10.77086348,45.14135331,86,"(45.14135331, 10.77086348)"
2014,LECCO,M,tumori-tumori maligni-di cui tumori maligni della laringe,9.388156645,45.85028614,7,"(45.85028614, 9.388156645)"
2013,CREMONA,ALL,malattie infettive e parassitarie-tubercolosi,10.0131151,45.13644491,,"(45.13644491, 10.0131151)"
2013,BERGAMO,ALL,tumori-tumori maligni-di cui tumori maligni dello stomaco,9.63853045,45.68012929,228,"(45.68012929, 9.63853045)"
2014,LECCO,M,tumori-tumori maligni-di cui tumori maligni del pancreas,9.388156645,45.85028614,31,"(45.85028614, 9.388156645)"
2015,SONDRIO,F,tumori-tumori maligni-di cui tumori maligni del seno,9.879429303,46.1707552,43,"(46.1707552, 9.879429303)"
2015,BERGAMO,M,tumori-tumori maligni,9.63853045,45.68012929,1703,"(45.68012929, 9.63853045)"
2012,MONZA E DELLA BRIANZA,ALL,malattie infettive e parassitarie-aids (malattia da hiv),9.258430902,45.5823624,10,"(45.5823624, 9.258430902)"
2014,BRESCIA,M,"tumori-tumori maligni-di cui tumori maligni delle labbra, cavità orale e faringe",10.18167955,45.51939749,40,"(45.51939749, 10.18167955)"
2012,CREMONA,ALL,tumori,10.0131151,45.13644491,1256,"(45.13644491, 10.0131151)"
2014,COMO,F,malattie infettive e parassitarie-aids (malattia da hiv),9.039360974,45.80216962,,"(45.80216962, 9.039360974)"
2015,MANTOVA,F,malattie infettive e parassitarie-epatite virale,10.77086348,45.14135331,7,"(45.14135331, 10.77086348)"
2015,VARESE,M,tumori-tumori maligni-di cui tumori maligni della prostata,8.80650544,45.80041256,98,"(45.80041256, 8.80650544)"
2012,SONDRIO,M,malattie infettive e parassitarie-epatite virale,9.879429303,46.1707552,5,"(46.1707552, 9.879429303)"
2012,LECCO,F,"tumori-tumori maligni-di cui tumori maligni della trachea, dei bronchi e dei polmoni",9.388156645,45.85028614,49,"(45.85028614, 9.388156645)"
2014,PAVIA,ALL,tumori-tumori maligni-di cui tumori maligni del fegato e dei dotti biliari intraepatici,9.14034225,45.18407925,148,"(45.18407925, 9.14034225)"
2014,MONZA E DELLA BRIANZA,F,"tumori-tumori maligni-di cui tumori maligni del colon, del retto e dell'ano",9.258430902,45.5823624,142,"(45.5823624, 9.258430902)"
2012,SONDRIO,ALL,tumori-tumori maligni-di cui tumori maligni della prostata,9.879429303,46.1707552,15,"(46.1707552, 9.879429303)"
2015,BRESCIA,ALL,tumori-tumori maligni-di cui tumori maligni del seno,10.18167955,45.51939749,262,"(45.51939749, 10.18167955)"
2012,SONDRIO,F,tumori-tumori maligni-di cui tumori maligni dello stomaco,9.879429303,46.1707552,18,"(46.1707552, 9.879429303)"
2014,LECCO,F,malattie infettive e parassitarie-epatite virale,9.388156645,45.85028614,7,"(45.85028614, 9.388156645)"
2012,LECCO,M,"tumori-tumori maligni-di cui tumori maligni del colon, del retto e dell'ano",9.388156645,45.85028614,58,"(45.85028614, 9.388156645)"
2014,VARESE,F,malattie infettive e parassitarie-tubercolosi,8.80650544,45.80041256,,"(45.80041256, 8.80650544)"
2012,MILANO,M,malattie infettive e parassitarie-altre malattie infettive e parassitarie,9.18951,45.46427,260,"(45.46427, 9.18951)"
2015,REGIONE LOMBARDIA,M,"tumori-tumori maligni-di cui tumori maligni delle labbra, cavità orale e faringe",,,340,
2012,MILANO,ALL,malattie infettive e parassitarie-tubercolosi,9.18951,45.46427,15,"(45.46427, 9.18951)"
2014,PAVIA,M,malattie infettive e parassitarie-epatite virale,9.14034225,45.18407925,20,"(45.18407925, 9.14034225)"
2014,BERGAMO,M,tumori-tumori maligni-di cui tumori maligni dell'esofago,9.63853045,45.68012929,38,"(45.68012929, 9.63853045)"
2012,SONDRIO,ALL,tumori-tumori maligni,9.879429303,46.1707552,554,"(46.1707552, 9.879429303)"
2012,VARESE,F,tumori,8.80650544,45.80041256,1169,"(45.80041256, 8.80650544)"
2012,LODI,M,tumori-tumori maligni-di cui tumori maligni della prostata,9.510140481,45.31535435,23,"(45.31535435, 9.510140481)"
2015,CREMONA,ALL,tumori-tumori maligni,10.0131151,45.13644491,1178,"(45.13644491, 10.0131151)"
2015,MONZA E DELLA BRIANZA,M,tumori-tumori maligni-di cui tumori maligni dell'esofago,9.258430902,45.5823624,18,"(45.5823624, 9.258430902)"
2015,MANTOVA,F,tumori-tumori maligni-di cui tumori maligni dell'esofago,10.77086348,45.14135331,4,"(45.14135331, 10.77086348)"
2012,MANTOVA,M,alcune malattie infettive e parassitarie,10.77086348,45.14135331,48,"(45.14135331, 10.77086348)"
2012,PAVIA,M,tumori-tumori maligni-di cui tumori maligni della laringe,9.14034225,45.18407925,16,"(45.18407925, 9.14034225)"
2012,MANTOVA,F,"tumori-tumori maligni-di cui tumori maligni del colon, del retto e dell'ano",10.77086348,45.14135331,66,"(45.14135331, 10.77086348)"
2015,LODI,F,tumori-tumori maligni-di cui tumori maligni della cervice uterina,9.510140481,45.31535435,1,"(45.31535435, 9.510140481)"
2013,MONZA E DELLA BRIANZA,F,tumori-tumori maligni,9.258430902,45.5823624,1081,"(45.5823624, 9.258430902)"
2014,PAVIA,F,"tumori-tumori maligni-di cui tumori maligni del colon, del retto e dell'ano",9.14034225,45.18407925,99,"(45.18407925, 9.14034225)"
2013,CREMONA,ALL,tumori-tumori maligni-di cui tumori maligni dell'esofago,10.0131151,45.13644491,17,"(45.13644491, 10.0131151)"
2012,SONDRIO,F,tumori-tumori maligni-di cui tumori maligni dell'ovaio,9.879429303,46.1707552,7,"(46.1707552, 9.879429303)"
2015,PAVIA,ALL,tumori-tumori maligni-di cui tumori maligni della prostata,9.14034225,45.18407925,76,"(45.18407925, 9.14034225)"
2015,SONDRIO,ALL,tumori-tumori maligni-di cui tumori maligni dello stomaco,9.879429303,46.1707552,38,"(46.1707552, 9.879429303)"
2014,CREMONA,M,tumori-tumori maligni-di cui tumori maligni dello stomaco,10.0131151,45.13644491,56,"(45.13644491, 10.0131151)"
2013,MONZA E DELLA BRIANZA,F,tumori-tumori maligni-di cui tumori maligni della prostata,9.258430902,45.5823624,,"(45.5823624, 9.258430902)"
2013,SONDRIO,M,malattie infettive e parassitarie-aids (malattia da hiv),9.879429303,46.1707552,3,"(46.1707552, 9.879429303)"
2013,COMO,M,malattie infettive e parassitarie-aids (malattia da hiv),9.039360974,45.80216962,8,"(45.80216962, 9.039360974)"
2013,ITALIA,F,alcune malattie infettive e parassitarie,,,6559,
2015,VARESE,F,tumori-tumori maligni-di cui tumori maligni dello stomaco,8.80650544,45.80041256,54,"(45.80041256, 8.80650544)"
2014,MILANO,M,tumori-tumori maligni-di cui tumori maligni di altre parti dell'utero,9.18951,45.46427,,"(45.46427, 9.18951)"
2013,COMO,F,tumori-tumori maligni-di cui tumori maligni della prostata,9.039360974,45.80216962,,"(45.80216962, 9.039360974)"
2012,VARESE,F,tumori-tumori maligni-di cui tumori maligni di altre parti dell'utero,8.80650544,45.80041256,37,"(45.80041256, 8.80650544)"
2015,REGIONE LOMBARDIA,M,tumori-tumori maligni,,,16039,
2013,MANTOVA,ALL,tumori-tumori maligni-di cui melanomi maligni della cute,10.77086348,45.14135331,19,"(45.14135331, 10.77086348)"
2015,BRESCIA,ALL,tumori-tumori maligni-di cui melanomi maligni della cute,10.18167955,45.51939749,36,"(45.51939749, 10.18167955)"
2013,SONDRIO,ALL,"tumori-tumori maligni-di cui tumori maligni del colon, del retto e dell'ano",9.879429303,46.1707552,51,"(46.1707552, 9.879429303)"
2015,BERGAMO,M,"tumori-tumori maligni-di cui tumori maligni delle labbra, cavità orale e faringe",9.63853045,45.68012929,38,"(45.68012929, 9.63853045)"
2012,LODI,F,malattie infettive e parassitarie-epatite virale,9.510140481,45.31535435,3,"(45.31535435, 9.510140481)"
2015,MONZA E DELLA BRIANZA,M,tumori-tumori maligni-di cui tumori maligni della cervice uterina,9.258430902,45.5823624,,"(45.5823624, 9.258430902)"
2012,COMO,F,tumori-tumori maligni-di cui tumori maligni del pancreas,9.039360974,45.80216962,54,"(45.80216962, 9.039360974)"
2015,MILANO,M,tumori-tumori maligni-di cui tumori maligni dell'ovaio,9.18951,45.46427,,"(45.46427, 9.18951)"
2015,LECCO,ALL,tumori-tumori maligni-di cui tumori maligni dell'ovaio,9.388156645,45.85028614,17,"(45.85028614, 9.388156645)"
2014,MONZA E DELLA BRIANZA,F,tumori-tumori maligni-di cui tumori maligni del rene,9.258430902,45.5823624,21,"(45.5823624, 9.258430902)"
2014,BERGAMO,F,tumori-tumori maligni-di cui tumori maligni di altre parti dell'utero,9.63853045,45.68012929,31,"(45.68012929, 9.63853045)"
2013,COMO,M,malattie infettive e parassitarie-epatite virale,9.039360974,45.80216962,8,"(45.80216962, 9.039360974)"
2014,ITALIA,ALL,tumori-tumori maligni-di cui tumori maligni del rene,,,3365,
2015,CREMONA,ALL,tumori-tumori maligni-di cui tumori maligni dell'ovaio,10.0131151,45.13644491,19,"(45.13644491, 10.0131151)"
2015,REGIONE LOMBARDIA,F,alcune malattie infettive e parassitarie,,,1502,
2013,MILANO,M,tumori-tumori maligni-di cui tumori maligni del seno,9.18951,45.46427,6,"(45.46427, 9.18951)"
2013,ITALIA,F,tumori-tumori maligni-di cui tumori maligni della cervice uterina,,,434,
2012,LECCO,M,tumori-tumori maligni-di cui tumori maligni di altre parti dell'utero,9.388156645,45.85028614,,"(45.85028614, 9.388156645)"
2013,LECCO,M,"tumori-tumori maligni-di cui tumori maligni del colon, del retto e dell'ano",9.388156645,45.85028614,39,"(45.85028614, 9.388156645)"
2012,VARESE,F,tumori-tumori maligni-di cui tumori maligni del fegato e dei dotti biliari intraepatici,8.80650544,45.80041256,40,"(45.80041256, 8.80650544)"
2015,BRESCIA,ALL,malattie infettive e parassitarie-aids (malattia da hiv),10.18167955,45.51939749,22,"(45.51939749, 10.18167955)"
2015,LECCO,ALL,tumori-tumori maligni-di cui tumori maligni del pancreas,9.388156645,45.85028614,70,"(45.85028614, 9.388156645)"
2015,SONDRIO,F,tumori-tumori maligni-di cui tumori maligni di altre parti dell'utero,9.879429303,46.1707552,5,"(46.1707552, 9.879429303)"
2015,ITALIA,ALL,tumori-tumori maligni,,,169726,
2015,BERGAMO,F,malattie infettive e parassitarie-epatite virale,9.63853045,45.68012929,40,"(45.68012929, 9.63853045)"
2015,PAVIA,F,tumori-tumori maligni-di cui tumori maligni del fegato e dei dotti biliari intraepatici,9.14034225,45.18407925,62,"(45.18407925, 9.14034225)"
2014,MANTOVA,ALL,malattie infettive e parassitarie-altre malattie infettive e parassitarie,10.77086348,45.14135331,69,"(45.14135331, 10.77086348)"
2015,COMO,M,tumori-tumori maligni-di cui tumori maligni della laringe,9.039360974,45.80216962,7,"(45.80216962, 9.039360974)"
2013,BERGAMO,ALL,tumori-tumori maligni-di cui tumori maligni della prostata,9.63853045,45.68012929,94,"(45.68012929, 9.63853045)"
2013,REGIONE LOMBARDIA,M,malattie infettive e parassitarie-altre malattie infettive e parassitarie,,,752,
2014,BRESCIA,M,"tumori-tumori maligni-di cui tumori maligni della trachea, dei bronchi e dei polmoni",10.18167955,45.51939749,505,"(45.51939749, 10.18167955)"
2015,LECCO,M,tumori-tumori maligni-di cui tumori maligni dell'ovaio,9.388156645,45.85028614,,"(45.85028614, 9.388156645)"
2013,REGIONE LOMBARDIA,ALL,tumori-tumori maligni-di cui tumori maligni della cervice uterina,,,57,
2014,MONZA E DELLA BRIANZA,M,"tumori-tumori maligni-di cui tumori maligni delle labbra, cavità orale e faringe",9.258430902,45.5823624,23,"(45.5823624, 9.258430902)"
2014,MANTOVA,ALL,tumori-tumori maligni-di cui tumori maligni del pancreas,10.77086348,45.14135331,75,"(45.14135331, 10.77086348)"
2015,REGIONE LOMBARDIA,F,malattie del sistema circolatorio,,,19383,
2012,BRESCIA,F,tumori-tumori maligni-di cui tumori maligni del fegato e dei dotti biliari intraepatici,10.18167955,45.51939749,131,"(45.51939749, 10.18167955)"
2012,MILANO,F,tumori-tumori maligni-di cui tumori maligni del seno,9.18951,45.46427,706,"(45.46427, 9.18951)"
2015,BRESCIA,M,malattie infettive e parassitarie-aids (malattia da hiv),10.18167955,45.51939749,20,"(45.51939749, 10.18167955)"
2013,MANTOVA,ALL,tumori-tumori maligni-di cui tumori maligni del rene,10.77086348,45.14135331,30,"(45.14135331, 10.77086348)"
2013,MONZA E DELLA BRIANZA,M,"tumori-tumori maligni-di cui tumori maligni delle labbra, cavità orale e faringe",9.258430902,45.5823624,32,"(45.5823624, 9.258430902)"
2015,LODI,M,malattie infettive e parassitarie-altre malattie infettive e parassitarie,9.510140481,45.31535435,21,"(45.31535435, 9.510140481)"
2015,CREMONA,F,"tumori-tumori maligni-di cui tumori maligni delle labbra, cavità orale e faringe",10.0131151,45.13644491,9,"(45.13644491, 10.0131151)"
2015,COMO,ALL,tumori-tumori maligni-di cui tumori maligni del rene,9.039360974,45.80216962,39,"(45.80216962, 9.039360974)"
2014,BERGAMO,ALL,"tumori-tumori maligni-di cui tumori maligni della trachea, dei bronchi e dei polmoni",9.63853045,45.68012929,539,"(45.68012929, 9.63853045)"
2014,VARESE,F,tumori-tumori maligni-di cui melanomi maligni della cute,8.80650544,45.80041256,16,"(45.80041256, 8.80650544)"
2015,CREMONA,F,tumori-tumori maligni-di cui tumori maligni del pancreas,10.0131151,45.13644491,50,"(45.13644491, 10.0131151)"
2013,LODI,ALL,"tumori-tumori maligni-di cui tumori maligni delle labbra, cavità orale e faringe",9.510140481,45.31535435,18,"(45.31535435, 9.510140481)"
2012,LODI,F,malattie infettive e parassitarie-altre malattie infettive e parassitarie,9.510140481,45.31535435,18,"(45.31535435, 9.510140481)"
2013,LODI,F,tumori-tumori maligni-di cui tumori maligni del fegato e dei dotti biliari intraepatici,9.510140481,45.31535435,22,"(45.31535435, 9.510140481)"
2013,LECCO,M,tumori-tumori maligni-di cui tumori maligni dell'ovaio,9.388156645,45.85028614,,"(45.85028614, 9.388156645)"
2015,LECCO,M,tumori-tumori maligni-di cui tumori maligni del fegato e dei dotti biliari intraepatici,9.388156645,45.85028614,39,"(45.85028614, 9.388156645)"
2014,SONDRIO,F,"tumori-tumori maligni-di cui tumori maligni della trachea, dei bronchi e dei polmoni",9.879429303,46.1707552,37,"(46.1707552, 9.879429303)"
2013,VARESE,M,tumori-tumori maligni-di cui tumori maligni della prostata,8.80650544,45.80041256,79,"(45.80041256, 8.80650544)"
2013,CREMONA,ALL,"tumori-tumori maligni-di cui tumori maligni del colon, del retto e dell'ano",10.0131151,45.13644491,126,"(45.13644491, 10.0131151)"
2015,MANTOVA,ALL,"tumori-tumori maligni-di cui tumori maligni delle labbra, cavità orale e faringe",10.77086348,45.14135331,20,"(45.14135331, 10.77086348)"
2014,BERGAMO,M,tumori-tumori maligni-di cui tumori maligni di altre parti dell'utero,9.63853045,45.68012929,,"(45.68012929, 9.63853045)"
2013,COMO,ALL,malattie infettive e parassitarie-altre malattie infettive e parassitarie,9.039360974,45.80216962,100,"(45.80216962, 9.039360974)"
2013,VARESE,ALL,tumori,8.80650544,45.80041256,2666,"(45.80041256, 8.80650544)"
2014,MONZA E DELLA BRIANZA,F,tumori-tumori maligni-di cui tumori maligni della prostata,9.258430902,45.5823624,,"(45.5823624, 9.258430902)"
2012,LODI,F,tumori-tumori maligni-di cui tumori maligni del rene,9.510140481,45.31535435,3,"(45.31535435, 9.510140481)"
2015,REGIONE LOMBARDIA,M,tumori-tumori maligni-di cui tumori maligni dello stomaco,,,1063,
2013,LECCO,M,tumori-tumori maligni-di cui melanomi maligni della cute,9.388156645,45.85028614,11,"(45.85028614, 9.388156645)"
2012,ITALIA,ALL,alcune malattie infettive e parassitarie,,,12441,
2012,LODI,ALL,tumori-tumori maligni-di cui tumori maligni della cervice uterina,9.510140481,45.31535435,3,"(45.31535435, 9.510140481)"
2014,BERGAMO,F,tumori,9.63853045,45.68012929,1433,"(45.68012929, 9.63853045)"
2014,ITALIA,ALL,tumori-tumori maligni-di cui tumori maligni dell'ovaio,,,3115,
2013,LODI,M,tumori-tumori maligni,9.510140481,45.31535435,400,"(45.31535435, 9.510140481)"
2014,MILANO,F,tumori-tumori maligni-di cui tumori maligni del fegato e dei dotti biliari intraepatici,9.18951,45.46427,198,"(45.46427, 9.18951)"
2015,LECCO,F,tumori-tumori maligni-di cui tumori maligni del seno,9.388156645,45.85028614,75,"(45.85028614, 9.388156645)"
2012,REGIONE LOMBARDIA,M,malattie infettive e parassitarie-aids (malattia da hiv),,,163,
2012,MONZA E DELLA BRIANZA,ALL,tumori-tumori maligni-di cui tumori maligni del rene,9.258430902,45.5823624,53,"(45.5823624, 9.258430902)"
2012,MANTOVA,F,tumori-tumori maligni-di cui tumori maligni del pancreas,10.77086348,45.14135331,52,"(45.14135331, 10.77086348)"
2012,MILANO,ALL,malattie infettive e parassitarie-epatite virale,9.18951,45.46427,147,"(45.46427, 9.18951)"
2012,PAVIA,M,tumori-tumori maligni-di cui tumori maligni dell'esofago,9.14034225,45.18407925,17,"(45.18407925, 9.14034225)"
2015,LODI,F,alcune malattie infettive e parassitarie,9.510140481,45.31535435,36,"(45.31535435, 9.510140481)"
2015,REGIONE LOMBARDIA,M,tumori-tumori maligni-di cui tumori maligni del pancreas,,,1013,
2015,BERGAMO,ALL,tumori-tumori maligni-di cui tumori maligni dell'esofago,9.63853045,45.68012929,36,"(45.68012929, 9.63853045)"
2013,VARESE,M,"tumori-tumori maligni-di cui tumori maligni delle labbra, cavità orale e faringe",8.80650544,45.80041256,31,"(45.80041256, 8.80650544)"
2014,MILANO,M,tumori,9.18951,45.46427,5218,"(45.46427, 9.18951)"
2012,MILANO,M,"tumori-tumori maligni-di cui tumori maligni della trachea, dei bronchi e dei polmoni",9.18951,45.46427,1405,"(45.46427, 9.18951)"
2014,MONZA E DELLA BRIANZA,F,tumori-tumori maligni-di cui tumori maligni dell'esofago,9.258430902,45.5823624,6,"(45.5823624, 9.258430902)"
2015,LODI,ALL,malattie infettive e parassitarie-epatite virale,9.510140481,45.31535435,15,"(45.31535435, 9.510140481)"
2013,BERGAMO,ALL,tumori-tumori maligni-di cui tumori maligni dell'ovaio,9.63853045,45.68012929,65,"(45.68012929, 9.63853045)"
2013,BERGAMO,M,tumori-tumori maligni-di cui melanomi maligni della cute,9.63853045,45.68012929,23,"(45.68012929, 9.63853045)"
2015,MONZA E DELLA BRIANZA,F,malattie infettive e parassitarie-altre malattie infettive e parassitarie,9.258430902,45.5823624,111,"(45.5823624, 9.258430902)"
2012,ITALIA,M,tumori-tumori maligni-di cui tumori maligni della prostata,,,7260,
2012,MILANO,M,malattie infettive e parassitarie-tubercolosi,9.18951,45.46427,7,"(45.46427, 9.18951)"
2014,VARESE,M,tumori-tumori maligni,8.80650544,45.80041256,1319,"(45.80041256, 8.80650544)"
2013,CREMONA,F,malattie infettive e parassitarie-aids (malattia da hiv),10.0131151,45.13644491,2,"(45.13644491, 10.0131151)"
2015,PAVIA,M,tumori-tumori maligni-di cui tumori maligni dell'ovaio,9.14034225,45.18407925,,"(45.18407925, 9.14034225)"
2012,SONDRIO,F,"tumori-tumori maligni-di cui tumori maligni delle labbra, cavità orale e faringe",9.879429303,46.1707552,2,"(46.1707552, 9.879429303)"
