CLASSIFICAZIONE da REPORT,VACCINO,Patologia,Inizio Sintomi Anno,Sesso,Età Classe,Numero Pratiche,Popolazione Residente,Tasso Età-Sesso (x100'000),Tasso Regione(x 100000),Tasso Regione(x 100000) 1,Tasso
MALATTIE GASTROINTESTINALI/A TRASMISSIONE ALIMENTARE,,EPATITE A,"2,015",F,Da 85,1,213819,0.47,0,0,0.47
MALATTIE GASTROINTESTINALI/A TRASMISSIONE ALIMENTARE,,EPATITE A,"2,015",M,00-04,6,235595,2.55,0,0,2.55
MALATTIE GASTROINTESTINALI/A TRASMISSIONE ALIMENTARE,,EPATITE A,"2,015",M,05-09,6,252714,2.37,0,0,2.37
MALATTIE GASTROINTESTINALI/A TRASMISSIONE ALIMENTARE,,EPATITE A,"2,015",M,10-14,9,241570,3.73,0,0,3.73
MALATTIE GASTROINTESTINALI/A TRASMISSIONE ALIMENTARE,,EPATITE A,"2,015",M,15-19,4,233358,1.71,0,0,1.71
MALATTIE GASTROINTESTINALI/A TRASMISSIONE ALIMENTARE,,EPATITE A,"2,015",M,20-24,3,237137,1.27,0,0,1.27
MALATTIE GASTROINTESTINALI/A TRASMISSIONE ALIMENTARE,,EPATITE A,"2,015",M,25-29,2,257439,0.78,0,0,0.78
MALATTIE GASTROINTESTINALI/A TRASMISSIONE ALIMENTARE,,EPATITE A,"2,015",M,30-34,3,301441,1,0,0,1
MALATTIE GASTROINTESTINALI/A TRASMISSIONE ALIMENTARE,,EPATITE A,"2,015",M,35-39,3,366926,0.82,0,0,0.82
MALATTIE GASTROINTESTINALI/A TRASMISSIONE ALIMENTARE,,EPATITE A,"2,015",M,40-44,3,423671,0.71,0,0,0.71
MALATTIE GASTROINTESTINALI/A TRASMISSIONE ALIMENTARE,,EPATITE A,"2,015",M,45-49,3,431704,0.7,0,0,0.7
MALATTIE BATTERICHE,,LEGIONELLOSI,"2,018",M,35-39,17,326042,5.21,0,0,5.21
MALATTIE GASTROINTESTINALI/A TRASMISSIONE ALIMENTARE,,EPATITE A,"2,015",M,50-54,2,382702,0.52,0,0,0.52
MALATTIE GASTROINTESTINALI/A TRASMISSIONE ALIMENTARE,,EPATITE A,"2,015",M,55-59,1,315907,0.32,0,0,0.32
MALATTIE GASTROINTESTINALI/A TRASMISSIONE ALIMENTARE,,EPATITE A,"2,015",M,60-64,1,283202,0.35,0,0,0.35
MALATTIE GASTROINTESTINALI/A TRASMISSIONE ALIMENTARE,,EPATITE A,"2,015",M,65-69,1,277095,0.36,0,0,0.36
MALATTIE GASTROINTESTINALI/A TRASMISSIONE ALIMENTARE,,EPATITE A,"2,015",M,70-74,0,229813,0,0,0,0
MALATTIE GASTROINTESTINALI/A TRASMISSIONE ALIMENTARE,,EPATITE A,"2,015",M,75-79,0,198930,0,0,0,0
MALATTIE GASTROINTESTINALI/A TRASMISSIONE ALIMENTARE,,EPATITE A,"2,015",M,80-84,0,126977,0,0,0,0
MALATTIE GASTROINTESTINALI/A TRASMISSIONE ALIMENTARE,,EPATITE A,"2,015",M,Da 85,0,85434,0,0,0,0
MALATTIE GASTROINTESTINALI/A TRASMISSIONE ALIMENTARE,,EPATITE A,"2,014",?,00-04,0,0,0,0,0,0
MALATTIE GASTROINTESTINALI/A TRASMISSIONE ALIMENTARE,,EPATITE A,"2,014",?,05-09,0,0,0,0,0,0
MALATTIE GASTROINTESTINALI/A TRASMISSIONE ALIMENTARE,,EPATITE A,"2,014",?,10-14,0,0,0,0,0,0
MALATTIE GASTROINTESTINALI/A TRASMISSIONE ALIMENTARE,,EPATITE A,"2,014",?,15-19,0,0,0,0,0,0
MALATTIE GASTROINTESTINALI/A TRASMISSIONE ALIMENTARE,,EPATITE A,"2,014",?,20-24,0,0,0,0,0,0
MALATTIE GASTROINTESTINALI/A TRASMISSIONE ALIMENTARE,,EPATITE A,"2,014",?,25-29,0,0,0,0,0,0
MALATTIE GASTROINTESTINALI/A TRASMISSIONE ALIMENTARE,,EPATITE A,"2,014",?,35-39,0,0,0,0,0,0
MALATTIE GASTROINTESTINALI/A TRASMISSIONE ALIMENTARE,,EPATITE A,"2,014",?,40-44,0,0,0,0,0,0
MALATTIE GASTROINTESTINALI/A TRASMISSIONE ALIMENTARE,,EPATITE A,"2,014",?,45-49,0,0,0,0,0,0
MALATTIE GASTROINTESTINALI/A TRASMISSIONE ALIMENTARE,,EPATITE A,"2,014",?,55-59,0,0,0,0,0,0
MALATTIE GASTROINTESTINALI/A TRASMISSIONE ALIMENTARE,,EPATITE A,"2,014",?,60-64,0,0,0,0,0,0
MALATTIE GASTROINTESTINALI/A TRASMISSIONE ALIMENTARE,,EPATITE A,"2,014",?,65-69,0,0,0,0,0,0
MALATTIE GASTROINTESTINALI/A TRASMISSIONE ALIMENTARE,,EPATITE A,"2,014",?,70-74,0,0,0,0,0,0
MALATTIE GASTROINTESTINALI/A TRASMISSIONE ALIMENTARE,,EPATITE A,"2,014",?,75-79,0,0,0,0,0,0
MALATTIE GASTROINTESTINALI/A TRASMISSIONE ALIMENTARE,,EPATITE A,"2,014",?,80-84,0,0,0,0,0,0
MALATTIE GASTROINTESTINALI/A TRASMISSIONE ALIMENTARE,,EPATITE A,"2,014",?,Da 85,0,0,0,0,0,0
MALATTIE GASTROINTESTINALI/A TRASMISSIONE ALIMENTARE,,EPATITE A,"2,014",F,00-04,6,228419,2.63,0,0,2.63
MALATTIE GASTROINTESTINALI/A TRASMISSIONE ALIMENTARE,,EPATITE A,"2,014",F,05-09,11,236954,4.64,0,0,4.64
MALATTIE GASTROINTESTINALI/A TRASMISSIONE ALIMENTARE,,EPATITE A,"2,014",F,10-14,10,224888,4.45,0,0,4.45
MALATTIE GASTROINTESTINALI/A TRASMISSIONE ALIMENTARE,,EPATITE A,"2,014",F,15-19,5,213999,2.34,0,0,2.34
MALATTIE GASTROINTESTINALI/A TRASMISSIONE ALIMENTARE,,EPATITE A,"2,014",F,20-24,6,222993,2.69,0,0,2.69
MALATTIE GASTROINTESTINALI/A TRASMISSIONE ALIMENTARE,,EPATITE A,"2,014",F,25-29,4,247630,1.62,0,0,1.62
MALATTIE GASTROINTESTINALI/A TRASMISSIONE ALIMENTARE,,EPATITE A,"2,014",F,30-34,6,296326,2.03,0,0,2.03
MALATTIE GASTROINTESTINALI/A TRASMISSIONE ALIMENTARE,,EPATITE A,"2,014",F,35-39,5,369928,1.35,0,0,1.35
MALATTIE GASTROINTESTINALI/A TRASMISSIONE ALIMENTARE,,EPATITE A,"2,014",F,40-44,2,412239,0.49,0,0,0.49
MALATTIE GASTROINTESTINALI/A TRASMISSIONE ALIMENTARE,,EPATITE A,"2,014",F,45-49,5,423051,1.18,0,0,1.18
MALATTIE GASTROINTESTINALI/A TRASMISSIONE ALIMENTARE,,EPATITE A,"2,014",F,50-54,3,371818,0.81,0,0,0.81
MALATTIE GASTROINTESTINALI/A TRASMISSIONE ALIMENTARE,,EPATITE A,"2,014",F,55-59,1,323355,0.31,0,0,0.31
MALATTIE GASTROINTESTINALI/A TRASMISSIONE ALIMENTARE,,EPATITE A,"2,014",F,60-64,3,306194,0.98,0,0,0.98
MALATTIE GASTROINTESTINALI/A TRASMISSIONE ALIMENTARE,,EPATITE A,"2,014",F,65-69,0,296516,0,0,0,0
MALATTIE GASTROINTESTINALI/A TRASMISSIONE ALIMENTARE,,EPATITE A,"2,014",F,70-74,0,278722,0,0,0,0
MALATTIE GASTROINTESTINALI/A TRASMISSIONE ALIMENTARE,,EPATITE A,"2,014",F,75-79,0,248904,0,0,0,0
MALATTIE GASTROINTESTINALI/A TRASMISSIONE ALIMENTARE,,EPATITE A,"2,014",F,80-84,2,199197,1,0,0,1
MALATTIE GASTROINTESTINALI/A TRASMISSIONE ALIMENTARE,,EPATITE A,"2,014",F,Da 85,0,205986,0,0,0,0
MALATTIE GASTROINTESTINALI/A TRASMISSIONE ALIMENTARE,,EPATITE A,"2,014",M,00-04,8,243608,3.28,0,0,3.28
MALATTIE GASTROINTESTINALI/A TRASMISSIONE ALIMENTARE,,EPATITE A,"2,014",M,05-09,15,252079,5.95,0,0,5.95
MALATTIE GASTROINTESTINALI/A TRASMISSIONE ALIMENTARE,,EPATITE A,"2,014",M,10-14,9,239933,3.75,0,0,3.75
MALATTIE BATTERICHE,,LEGIONELLOSI,"2,018",M,40-44,31,397804,7.79,0,0,7.79
MALATTIE GASTROINTESTINALI/A TRASMISSIONE ALIMENTARE,,EPATITE A,"2,014",M,15-19,8,230627,3.47,0,0,3.47
MALATTIE GASTROINTESTINALI/A TRASMISSIONE ALIMENTARE,,EPATITE A,"2,014",M,20-24,0,235907,0,0,0,0
MALATTIE GASTROINTESTINALI/A TRASMISSIONE ALIMENTARE,,EPATITE A,"2,014",M,25-29,7,253910,2.76,0,0,2.76
MALATTIE GASTROINTESTINALI/A TRASMISSIONE ALIMENTARE,,EPATITE A,"2,014",M,30-34,10,301823,3.31,0,0,3.31
MALATTIE GASTROINTESTINALI/A TRASMISSIONE ALIMENTARE,,EPATITE A,"2,014",M,35-39,2,382216,0.52,0,0,0.52
MALATTIE GASTROINTESTINALI/A TRASMISSIONE ALIMENTARE,,EPATITE A,"2,014",M,40-44,4,426134,0.94,0,0,0.94
MALATTIE GASTROINTESTINALI/A TRASMISSIONE ALIMENTARE,,EPATITE A,"2,014",M,45-49,6,432822,1.39,0,0,1.39
MALATTIE GASTROINTESTINALI/A TRASMISSIONE ALIMENTARE,,EPATITE A,"2,014",M,50-54,3,367294,0.82,0,0,0.82
MALATTIE GASTROINTESTINALI/A TRASMISSIONE ALIMENTARE,,EPATITE A,"2,014",M,55-59,0,310617,0,0,0,0
MALATTIE GASTROINTESTINALI/A TRASMISSIONE ALIMENTARE,,EPATITE A,"2,014",M,60-64,2,287054,0.7,0,0,0.7
MALATTIE GASTROINTESTINALI/A TRASMISSIONE ALIMENTARE,,EPATITE A,"2,014",M,65-69,1,270429,0.37,0,0,0.37
MALATTIE GASTROINTESTINALI/A TRASMISSIONE ALIMENTARE,,EPATITE A,"2,014",M,70-74,1,238108,0.42,0,0,0.42
MALATTIE GASTROINTESTINALI/A TRASMISSIONE ALIMENTARE,,EPATITE A,"2,014",M,75-79,1,190429,0.53,0,0,0.53
MALATTIE GASTROINTESTINALI/A TRASMISSIONE ALIMENTARE,,EPATITE A,"2,014",M,80-84,0,122826,0,0,0,0
MALATTIE GASTROINTESTINALI/A TRASMISSIONE ALIMENTARE,,EPATITE A,"2,014",M,Da 85,0,80462,0,0,0,0
MALATTIE GASTROINTESTINALI/A TRASMISSIONE ALIMENTARE,,EPATITE A,"2,013",?,00-04,0,0,0,0,0,0
MALATTIE GASTROINTESTINALI/A TRASMISSIONE ALIMENTARE,,EPATITE A,"2,013",?,05-09,2,0,0,0,0,0
MALATTIE GASTROINTESTINALI/A TRASMISSIONE ALIMENTARE,,EPATITE A,"2,013",?,10-14,0,0,0,0,0,0
MALATTIE GASTROINTESTINALI/A TRASMISSIONE ALIMENTARE,,EPATITE A,"2,013",?,15-19,0,0,0,0,0,0
MALATTIE GASTROINTESTINALI/A TRASMISSIONE ALIMENTARE,,EPATITE A,"2,013",?,20-24,1,0,0,0,0,0
MALATTIE GASTROINTESTINALI/A TRASMISSIONE ALIMENTARE,,EPATITE A,"2,013",?,25-29,0,0,0,0,0,0
MALATTIE GASTROINTESTINALI/A TRASMISSIONE ALIMENTARE,,EPATITE A,"2,013",?,30-34,0,0,0,0,0,0
MALATTIE GASTROINTESTINALI/A TRASMISSIONE ALIMENTARE,,EPATITE A,"2,013",?,35-39,1,0,0,0,0,0
MALATTIE GASTROINTESTINALI/A TRASMISSIONE ALIMENTARE,,EPATITE A,"2,013",?,40-44,0,0,0,0,0,0
MALATTIE GASTROINTESTINALI/A TRASMISSIONE ALIMENTARE,,EPATITE A,"2,013",?,45-49,0,0,0,0,0,0
MALATTIE GASTROINTESTINALI/A TRASMISSIONE ALIMENTARE,,EPATITE A,"2,013",?,50-54,0,0,0,0,0,0
MALATTIE GASTROINTESTINALI/A TRASMISSIONE ALIMENTARE,,EPATITE A,"2,013",?,55-59,1,0,0,0,0,0
MALATTIE GASTROINTESTINALI/A TRASMISSIONE ALIMENTARE,,EPATITE A,"2,013",?,60-64,0,0,0,0,0,0
MALATTIE GASTROINTESTINALI/A TRASMISSIONE ALIMENTARE,,EPATITE A,"2,013",?,65-69,0,0,0,0,0,0
MALATTIE GASTROINTESTINALI/A TRASMISSIONE ALIMENTARE,,EPATITE A,"2,013",?,70-74,0,0,0,0,0,0
MALATTIE GASTROINTESTINALI/A TRASMISSIONE ALIMENTARE,,EPATITE A,"2,013",?,75-79,0,0,0,0,0,0
MALATTIE GASTROINTESTINALI/A TRASMISSIONE ALIMENTARE,,EPATITE A,"2,013",?,80-84,0,0,0,0,0,0
MALATTIE GASTROINTESTINALI/A TRASMISSIONE ALIMENTARE,,EPATITE A,"2,013",?,Da 85,0,0,0,0,0,0
MALATTIE GASTROINTESTINALI/A TRASMISSIONE ALIMENTARE,,EPATITE A,"2,013",F,00-04,17,230850,7.36,0,0,7.36
MALATTIE GASTROINTESTINALI/A TRASMISSIONE ALIMENTARE,,EPATITE A,"2,013",F,05-09,15,230432,6.51,0,0,6.51
MALATTIE GASTROINTESTINALI/A TRASMISSIONE ALIMENTARE,,EPATITE A,"2,013",F,10-14,12,219628,5.46,0,0,5.46
MALATTIE GASTROINTESTINALI/A TRASMISSIONE ALIMENTARE,,EPATITE A,"2,013",F,15-19,12,209228,5.74,0,0,5.74
MALATTIE GASTROINTESTINALI/A TRASMISSIONE ALIMENTARE,,EPATITE A,"2,013",F,20-24,6,221543,2.71,0,0,2.71
MALATTIE GASTROINTESTINALI/A TRASMISSIONE ALIMENTARE,,EPATITE A,"2,013",F,25-29,20,248009,8.06,0,0,8.06
MALATTIE GASTROINTESTINALI/A TRASMISSIONE ALIMENTARE,,EPATITE A,"2,013",F,30-34,11,301718,3.65,0,0,3.65
MALATTIE GASTROINTESTINALI/A TRASMISSIONE ALIMENTARE,,EPATITE A,"2,013",F,35-39,13,377513,3.44,0,0,3.44
MALATTIE GASTROINTESTINALI/A TRASMISSIONE ALIMENTARE,,EPATITE A,"2,013",F,40-44,19,405089,4.69,0,0,4.69
MALATTIE GASTROINTESTINALI/A TRASMISSIONE ALIMENTARE,,EPATITE A,"2,013",F,45-49,16,409865,3.9,0,0,3.9
MALATTIE GASTROINTESTINALI/A TRASMISSIONE ALIMENTARE,,EPATITE A,"2,013",F,50-54,12,352215,3.41,0,0,3.41
MALATTIE GASTROINTESTINALI/A TRASMISSIONE ALIMENTARE,,EPATITE A,"2,013",F,55-59,4,313266,1.28,0,0,1.28
MALATTIE GASTROINTESTINALI/A TRASMISSIONE ALIMENTARE,,EPATITE A,"2,013",F,60-64,4,310280,1.29,0,0,1.29
MALATTIE GASTROINTESTINALI/A TRASMISSIONE ALIMENTARE,,EPATITE A,"2,013",F,65-69,2,283186,0.71,0,0,0.71
MALATTIE GASTROINTESTINALI/A TRASMISSIONE ALIMENTARE,,EPATITE A,"2,013",F,70-74,2,284739,0.7,0,0,0.7
MALATTIE GASTROINTESTINALI/A TRASMISSIONE ALIMENTARE,,EPATITE A,"2,013",F,75-79,0,239023,0,0,0,0
MALATTIE GASTROINTESTINALI/A TRASMISSIONE ALIMENTARE,,EPATITE A,"2,013",F,80-84,1,195724,0.51,0,0,0.51
MALATTIE GASTROINTESTINALI/A TRASMISSIONE ALIMENTARE,,EPATITE A,"2,013",F,Da 85,0,197320,0,0,0,0
MALATTIE GASTROINTESTINALI/A TRASMISSIONE ALIMENTARE,,EPATITE A,"2,013",M,00-04,12,244466,4.91,0,0,4.91
MALATTIE GASTROINTESTINALI/A TRASMISSIONE ALIMENTARE,,EPATITE A,"2,013",M,05-09,26,243399,10.68,0,0,10.68
MALATTIE GASTROINTESTINALI/A TRASMISSIONE ALIMENTARE,,EPATITE A,"2,013",M,10-14,16,233417,6.86,0,0,6.86
MALATTIE GASTROINTESTINALI/A TRASMISSIONE ALIMENTARE,,EPATITE A,"2,013",M,15-19,14,223471,6.27,0,0,6.27
MALATTIE GASTROINTESTINALI/A TRASMISSIONE ALIMENTARE,,EPATITE A,"2,013",M,20-24,10,233455,4.28,0,0,4.28
MALATTIE GASTROINTESTINALI/A TRASMISSIONE ALIMENTARE,,EPATITE A,"2,013",M,25-29,11,251273,4.38,0,0,4.38
MALATTIE GASTROINTESTINALI/A TRASMISSIONE ALIMENTARE,,EPATITE A,"2,013",M,30-34,10,305340,3.28,0,0,3.28
MALATTIE GASTROINTESTINALI/A TRASMISSIONE ALIMENTARE,,EPATITE A,"2,013",M,35-39,19,387771,4.9,0,0,4.9
MALATTIE GASTROINTESTINALI/A TRASMISSIONE ALIMENTARE,,EPATITE A,"2,013",M,40-44,18,419490,4.29,0,0,4.29
MALATTIE GASTROINTESTINALI/A TRASMISSIONE ALIMENTARE,,EPATITE A,"2,013",M,45-49,14,418111,3.35,0,0,3.35
MALATTIE GASTROINTESTINALI/A TRASMISSIONE ALIMENTARE,,EPATITE A,"2,013",M,50-54,7,346702,2.02,0,0,2.02
MALATTIE GASTROINTESTINALI/A TRASMISSIONE ALIMENTARE,,EPATITE A,"2,013",M,55-59,10,299308,3.34,0,0,3.34
MALATTIE GASTROINTESTINALI/A TRASMISSIONE ALIMENTARE,,EPATITE A,"2,013",M,60-64,4,289012,1.38,0,0,1.38
MALATTIE GASTROINTESTINALI/A TRASMISSIONE ALIMENTARE,,EPATITE A,"2,013",M,65-69,0,256425,0,0,0,0
MALATTIE GASTROINTESTINALI/A TRASMISSIONE ALIMENTARE,,EPATITE A,"2,013",M,70-74,0,241531,0,0,0,0
MALATTIE GASTROINTESTINALI/A TRASMISSIONE ALIMENTARE,,EPATITE A,"2,013",M,75-79,0,179098,0,0,0,0
MALATTIE GASTROINTESTINALI/A TRASMISSIONE ALIMENTARE,,EPATITE A,"2,013",M,80-84,0,117429,0,0,0,0
MALATTIE GASTROINTESTINALI/A TRASMISSIONE ALIMENTARE,,EPATITE A,"2,013",M,Da 85,0,75199,0,0,0,0
MALATTIE GASTROINTESTINALI/A TRASMISSIONE ALIMENTARE,,EPATITE A,"2,012",?,00-04,0,0,0,0,0,0
MALATTIE GASTROINTESTINALI/A TRASMISSIONE ALIMENTARE,,EPATITE A,"2,012",?,05-09,0,0,0,0,0,0
MALATTIE GASTROINTESTINALI/A TRASMISSIONE ALIMENTARE,,EPATITE A,"2,012",?,10-14,0,0,0,0,0,0
MALATTIE GASTROINTESTINALI/A TRASMISSIONE ALIMENTARE,,EPATITE A,"2,012",?,15-19,0,0,0,0,0,0
MALATTIE GASTROINTESTINALI/A TRASMISSIONE ALIMENTARE,,EPATITE A,"2,012",?,20-24,0,0,0,0,0,0
MALATTIE GASTROINTESTINALI/A TRASMISSIONE ALIMENTARE,,EPATITE A,"2,012",?,25-29,0,0,0,0,0,0
MALATTIE GASTROINTESTINALI/A TRASMISSIONE ALIMENTARE,,EPATITE A,"2,012",?,30-34,0,0,0,0,0,0
MALATTIE GASTROINTESTINALI/A TRASMISSIONE ALIMENTARE,,EPATITE A,"2,012",?,35-39,0,0,0,0,0,0
MALATTIE GASTROINTESTINALI/A TRASMISSIONE ALIMENTARE,,EPATITE A,"2,012",?,40-44,0,0,0,0,0,0
MALATTIE GASTROINTESTINALI/A TRASMISSIONE ALIMENTARE,,EPATITE A,"2,012",?,45-49,0,0,0,0,0,0
MALATTIE GASTROINTESTINALI/A TRASMISSIONE ALIMENTARE,,EPATITE A,"2,012",?,50-54,1,0,0,0,0,0
MALATTIE GASTROINTESTINALI/A TRASMISSIONE ALIMENTARE,,EPATITE A,"2,012",?,55-59,1,0,0,0,0,0
MALATTIE GASTROINTESTINALI/A TRASMISSIONE ALIMENTARE,,EPATITE A,"2,012",?,65-69,0,0,0,0,0,0
MALATTIE GASTROINTESTINALI/A TRASMISSIONE ALIMENTARE,,EPATITE A,"2,012",?,70-74,0,0,0,0,0,0
MALATTIE GASTROINTESTINALI/A TRASMISSIONE ALIMENTARE,,EPATITE A,"2,012",?,75-79,0,0,0,0,0,0
MALATTIE GASTROINTESTINALI/A TRASMISSIONE ALIMENTARE,,EPATITE A,"2,012",?,80-84,0,0,0,0,0,0
MALATTIE GASTROINTESTINALI/A TRASMISSIONE ALIMENTARE,,EPATITE A,"2,012",?,Da 85,0,0,0,0,0,0
MALATTIE GASTROINTESTINALI/A TRASMISSIONE ALIMENTARE,,EPATITE A,"2,012",F,00-04,6,231206,2.6,0,0,2.6
MALATTIE GASTROINTESTINALI/A TRASMISSIONE ALIMENTARE,,EPATITE A,"2,012",F,05-09,20,225925,8.85,0,0,8.85
MALATTIE GASTROINTESTINALI/A TRASMISSIONE ALIMENTARE,,EPATITE A,"2,012",F,10-14,12,216717,5.54,0,0,5.54
MALATTIE GASTROINTESTINALI/A TRASMISSIONE ALIMENTARE,,EPATITE A,"2,012",F,15-19,0,207121,0,0,0,0
MALATTIE GASTROINTESTINALI/A TRASMISSIONE ALIMENTARE,,EPATITE A,"2,012",F,20-24,2,220206,0.91,0,0,0.91
MALATTIE GASTROINTESTINALI/A TRASMISSIONE ALIMENTARE,,EPATITE A,"2,012",F,25-29,4,253657,1.58,0,0,1.58
MALATTIE GASTROINTESTINALI/A TRASMISSIONE ALIMENTARE,,EPATITE A,"2,012",F,30-34,7,309234,2.26,0,0,2.26
MALATTIE GASTROINTESTINALI/A TRASMISSIONE ALIMENTARE,,EPATITE A,"2,012",F,35-39,2,384898,0.52,0,0,0.52
MALATTIE GASTROINTESTINALI/A TRASMISSIONE ALIMENTARE,,EPATITE A,"2,012",F,40-44,2,403362,0.5,0,0,0.5
MALATTIE GASTROINTESTINALI/A TRASMISSIONE ALIMENTARE,,EPATITE A,"2,012",F,45-49,2,399778,0.5,0,0,0.5
MALATTIE GASTROINTESTINALI/A TRASMISSIONE ALIMENTARE,,EPATITE A,"2,012",F,50-54,1,340949,0.29,0,0,0.29
MALATTIE GASTROINTESTINALI/A TRASMISSIONE ALIMENTARE,,EPATITE A,"2,012",F,55-59,1,307423,0.33,0,0,0.33
MALATTIE GASTROINTESTINALI/A TRASMISSIONE ALIMENTARE,,EPATITE A,"2,012",F,60-64,3,313181,0.96,0,0,0.96
MALATTIE GASTROINTESTINALI/A TRASMISSIONE ALIMENTARE,,EPATITE A,"2,012",F,65-69,1,274157,0.37,0,0,0.37
MALATTIE GASTROINTESTINALI/A TRASMISSIONE ALIMENTARE,,EPATITE A,"2,012",F,70-74,1,285175,0.35,0,0,0.35
MALATTIE GASTROINTESTINALI/A TRASMISSIONE ALIMENTARE,,EPATITE A,"2,012",F,75-79,0,234696,0,0,0,0
MALATTIE GASTROINTESTINALI/A TRASMISSIONE ALIMENTARE,,EPATITE A,"2,012",F,80-84,0,192197,0,0,0,0
MALATTIE GASTROINTESTINALI/A TRASMISSIONE ALIMENTARE,,EPATITE A,"2,012",F,Da 85,0,189707,0,0,0,0
MALATTIE GASTROINTESTINALI/A TRASMISSIONE ALIMENTARE,,EPATITE A,"2,012",M,00-04,13,244191,5.32,0,0,5.32
MALATTIE GASTROINTESTINALI/A TRASMISSIONE ALIMENTARE,,EPATITE A,"2,012",M,05-09,22,238043,9.24,0,0,9.24
MALATTIE GASTROINTESTINALI/A TRASMISSIONE ALIMENTARE,,EPATITE A,"2,012",M,10-14,12,229692,5.22,0,0,5.22
MALATTIE GASTROINTESTINALI/A TRASMISSIONE ALIMENTARE,,EPATITE A,"2,012",M,15-19,7,221323,3.16,0,0,3.16
MALATTIE GASTROINTESTINALI/A TRASMISSIONE ALIMENTARE,,EPATITE A,"2,012",M,20-24,3,230168,1.3,0,0,1.3
MALATTIE GASTROINTESTINALI/A TRASMISSIONE ALIMENTARE,,EPATITE A,"2,012",M,25-29,2,255354,0.78,0,0,0.78
MALATTIE GASTROINTESTINALI/A TRASMISSIONE ALIMENTARE,,EPATITE A,"2,012",M,30-34,4,313189,1.28,0,0,1.28
MALATTIE GASTROINTESTINALI/A TRASMISSIONE ALIMENTARE,,EPATITE A,"2,012",M,35-39,4,395844,1.01,0,0,1.01
MALATTIE GASTROINTESTINALI/A TRASMISSIONE ALIMENTARE,,EPATITE A,"2,012",M,40-44,1,417025,0.24,0,0,0.24
MALATTIE GASTROINTESTINALI/A TRASMISSIONE ALIMENTARE,,EPATITE A,"2,012",M,45-49,5,406132,1.23,0,0,1.23
MALATTIE GASTROINTESTINALI/A TRASMISSIONE ALIMENTARE,,EPATITE A,"2,012",M,50-54,5,334098,1.5,0,0,1.5
MALATTIE GASTROINTESTINALI/A TRASMISSIONE ALIMENTARE,,EPATITE A,"2,012",M,55-59,0,292465,0,0,0,0
MALATTIE GASTROINTESTINALI/A TRASMISSIONE ALIMENTARE,,EPATITE A,"2,012",M,60-64,1,291782,0.34,0,0,0.34
MALATTIE GASTROINTESTINALI/A TRASMISSIONE ALIMENTARE,,EPATITE A,"2,012",M,65-69,0,246011,0,0,0,0
MALATTIE GASTROINTESTINALI/A TRASMISSIONE ALIMENTARE,,EPATITE A,"2,012",M,70-74,0,240642,0,0,0,0
MALATTIE GASTROINTESTINALI/A TRASMISSIONE ALIMENTARE,,EPATITE A,"2,012",M,75-79,0,172411,0,0,0,0
MALATTIE GASTROINTESTINALI/A TRASMISSIONE ALIMENTARE,,EPATITE A,"2,012",M,80-84,0,112595,0,0,0,0
MALATTIE GASTROINTESTINALI/A TRASMISSIONE ALIMENTARE,,EPATITE A,"2,012",M,Da 85,0,70325,0,0,0,0
MALATTIE GASTROINTESTINALI/A TRASMISSIONE ALIMENTARE,,EPATITE A,"2,011",?,00-04,0,0,0,0,0,0
MALATTIE GASTROINTESTINALI/A TRASMISSIONE ALIMENTARE,,EPATITE A,"2,011",?,05-09,4,0,0,0,0,0
MALATTIE GASTROINTESTINALI/A TRASMISSIONE ALIMENTARE,,EPATITE A,"2,011",?,10-14,0,0,0,0,0,0
MALATTIE GASTROINTESTINALI/A TRASMISSIONE ALIMENTARE,,EPATITE A,"2,011",?,15-19,0,0,0,0,0,0
MALATTIE GASTROINTESTINALI/A TRASMISSIONE ALIMENTARE,,EPATITE A,"2,011",?,20-24,0,0,0,0,0,0
MALATTIE GASTROINTESTINALI/A TRASMISSIONE ALIMENTARE,,EPATITE A,"2,011",?,25-29,0,0,0,0,0,0
MALATTIE GASTROINTESTINALI/A TRASMISSIONE ALIMENTARE,,EPATITE A,"2,011",?,30-34,0,0,0,0,0,0
MALATTIE GASTROINTESTINALI/A TRASMISSIONE ALIMENTARE,,EPATITE A,"2,011",?,35-39,0,0,0,0,0,0
MALATTIE GASTROINTESTINALI/A TRASMISSIONE ALIMENTARE,,EPATITE A,"2,011",?,40-44,1,0,0,0,0,0
MALATTIE GASTROINTESTINALI/A TRASMISSIONE ALIMENTARE,,EPATITE A,"2,011",?,45-49,0,0,0,0,0,0
MALATTIE GASTROINTESTINALI/A TRASMISSIONE ALIMENTARE,,EPATITE A,"2,011",?,50-54,0,0,0,0,0,0
MALATTIE GASTROINTESTINALI/A TRASMISSIONE ALIMENTARE,,EPATITE A,"2,011",?,55-59,0,0,0,0,0,0
MALATTIE GASTROINTESTINALI/A TRASMISSIONE ALIMENTARE,,EPATITE A,"2,011",?,60-64,0,0,0,0,0,0
MALATTIE GASTROINTESTINALI/A TRASMISSIONE ALIMENTARE,,EPATITE A,"2,011",?,65-69,0,0,0,0,0,0
MALATTIE GASTROINTESTINALI/A TRASMISSIONE ALIMENTARE,,EPATITE A,"2,011",?,70-74,0,0,0,0,0,0
MALATTIE GASTROINTESTINALI/A TRASMISSIONE ALIMENTARE,,EPATITE A,"2,011",?,75-79,0,0,0,0,0,0
